Unique Poem#	Juan.Seq#	Poem Name	Poet's Name	Poet Intro	Poem Refs	Poem Commentary	Poem Content
Lu1983.182	5.31	【費鳳別碑詩】	石[買+力]	〈[買+力]。字子才。甘陵人。〉		〖碑雲。君舅家中孫甘陵石勛。字子才。載馳載驅。來奔于喪庭。肝摧意悲。感切傷心。瞻彼碑誄。懷之好音。司馬慕蘭相。南容復白珪。仰之以彌高。贊之而彌堅。不堪哀且思。敘詩之一篇。庶昔子夏。起夫子之所言。其辭曰：〗	君諱鳳。字伯蕭。梁相之元子。九江太守之長兄了。世德襲爵。銀艾相亞。恢遐祖之鴻軌。拓前代之休蹤。邈逸越而難繼。非群愚之所頌。仁義本於心。慈孝著于性。不失典術。行不越矩度。清潔曒爾。泥而不滓。恤憂矜厄。施而不記。由近及遠。靡不復載。幫能闡令名而雲騰。揚盛聲而風布。踐郡右職。三貢獻計。辟州式部。忠以衛上。漢安二年。吳郡太守東海郭君以君有逶虵之節。自公之操。年卅一舉孝廉。拜郎中。除或國新平長。神化風靡。惠以流下。靜而為治。匪煩匪擾。乾乾日稷。矜此黔首。功成事就。色斯高舉。XX宰司委職位。思賢以自輔。玄懿守謙虛。白駒以{逐巾}阻。丹陽有越寇。沒□□□□。命君討理之。試守故鄣長。蓋危亂有不讓。又畏此之罪罟。□□而□牧。爰止其師旅。窵若飛鷹鵕。若夫虓虎。強者綏以德。弱者以仁撫。簡在上帝心。功訓而特紀。轓輿宰堂邑。基月而致道。視□□□□。遂據虧卿尹。中表之恩情。兄弟與甥舅。樢與女蘿性。樂松之茂好。聞君顯令名。舉宗為歡喜。不悟奄忽終。藏形而匿影。耕夫釋耒耜。桑婦投鉤莒。道阻而且長。望遠淚如雨。莢馬循大路。搴裳而涉洧。悠悠歌黍離。思黃鳥集虧楚。惴惴之臨穴。送君于厚土。嗟嗟悲且傷。每食□不飽。夫人篤舊好。不以存亡改。文平感渭陽。凄愴益以甚。諸姑咸璧踴。爰及君伯姊。孝孫字元宰。生不識考妣。追惟厥祖恩。蓬首斬縗杖。世所不能為。流稱于鄉黨。見吾若君存。剝裂而不已。壹別會無期。相去三千里。絕翰永慷慨。泣下不可止。（○《隸釋》九。《續古文苑》四。）
Lu1983.183	6.1	【歌】	張衡	〈衡。字平子。南陽西鄂人。永平中。舉孝廉。連辟公府皆不就。永初中。大將軍鄧騭累召不應。公車特徵。拜郎中。遷尚書郎。轉太史令。順帝初。再轉。復為太史令。陽嘉中。遷侍中。永和初。出為河間相。征拜尚書。四年卒。年六十二。有集十四卷。〉		〖衡為太史令。嘗憂及難。作思玄賦。系此。〗	天地煙熅。百卉含花。鳴鶴交頸。雎鳩相和。處子懷春。精魂回移。如何淑明。忘我實多。（○《後漢書》張衡傳。《文選》十五。○逯案。《詩紀》載思玄詩一首。細檢知乃思玄繫辭。今從刪。而《別錄》此歌。）
Lu1983.184	6.2	【歌】	張衡	〈衡。字平子。南陽西鄂人。永平中。舉孝廉。連辟公府皆不就。永初中。大將軍鄧騭累召不應。公車特徵。拜郎中。遷尚書郎。轉太史令。順帝初。再轉。復為太史令。陽嘉中。遷侍中。永和初。出為河間相。征拜尚書。四年卒。年六十二。有集十四卷。〉		〖衡作東巡誥。系此。〗	皇皇者鳳。通玄知時。萃于山趾。與帝邀期。吉事有祥。惟漢之祺。（○《類聚》三十九。）
Lu1983.185	6.3	【歌】	張衡	〈衡。字平子。南陽西鄂人。永平中。舉孝廉。連辟公府皆不就。永初中。大將軍鄧騭累召不應。公車特徵。拜郎中。遷尚書郎。轉太史令。順帝初。再轉。復為太史令。陽嘉中。遷侍中。永和初。出為河間相。征拜尚書。四年卒。年六十二。有集十四卷。〉		〖衡作舞賦。系此。〗	驚雄逝兮孤雌翔。臨歸風兮思故鄉。（○《類聚》四十三。《初學記》十五。）
Lu1983.186	6.4	【嘆】	張衡	〈衡。字平子。南陽西鄂人。永平中。舉孝廉。連辟公府皆不就。永初中。大將軍鄧騭累召不應。公車特徵。拜郎中。遷尚書郎。轉太史令。順帝初。再轉。復為太史令。陽嘉中。遷侍中。永和初。出為河間相。征拜尚書。四年卒。年六十二。有集十四卷。〉		〖衡作定情賦。系此。〗	大火流兮草蟲鳴。繁霜降兮草木零。秋為期兮時已征。思美人兮悉民屏營。（○《類聚》十八。廣《文選》十四。古樂苑三十二。《詩紀》三。○逯案。此定情賦中之嘆也。《詩紀》從廣《文選》作定情歌。則杜撰矣。）
Lu1983.187	6.5	【同聲歌】	張衡	〈衡。字平子。南陽西鄂人。永平中。舉孝廉。連辟公府皆不就。永初中。大將軍鄧騭累召不應。公車特徵。拜郎中。遷尚書郎。轉太史令。順帝初。再轉。復為太史令。陽嘉中。遷侍中。永和初。出為河間相。征拜尚書。四年卒。年六十二。有集十四卷。〉		〖樂府解題曰：同聲歌。張衡所作也。言歸人自謂幸得充閨房。願勉供婦職。不離君子。思為莞簟。在下以蔽匡床衾裯。在上以護霜露。繾綣枕席。沒齒不忘焉。以喻臣子之事君也。〗	邂逅承際會。得充君後房。情好新交接。恐栗若探湯。不才勉自竭。賤妾職所當。綢繆主中饋。奉禮助烝嘗。思為苑蒻席。在下蔽匡床。願為羅衾幬。在上衛風霜。灑掃清枕席。鞮芬以狄香。重戶結金扃。高下華燈光。衣解巾粉御。列圖陳枕張。素女為我師。儀態盈萬方。眾夫所希見。天老教軒皇。樂莫斯夜樂。XX沒齒焉可忘。（○玉台新詠一。《樂府詩集》七十六。廣《文選》十三。《詩紀》三。○吳騫拜經樓詩話引蟲獲軒筆記雲。平子同聲歌。灑掃清枕席。鞮芬以狄香。王制西方曰狄鞮。古詩中所謂迷迭、兜納諸香。大都出於西域。故曰鞮芬狄香。鞮芬即狄香。重言之者。古人常有此文法。素女為我師。儀態刑萬方。眾夫所希見。天姥教軒皇。刑今本作盈。姥今本作老。皆非。《抱朴子》。黃帝論導養而質元素二女。徐孝穆文。優遊俯仰。極素女之經天。升降盈虛。盡軒皇之圖藝。與此意同。○逮案。鞮芬、狄香。重言之。說甚是。謂盈舊作刑。老舊作姥。不知根據何本。惟天老、天姥本同。又黃節漢魏樂府箋注云。張衡七辯曰：假明蘭燈。指圖觀列。蟬綿宜愧。夭紹紆折。此女色之麗也。蓋即所言列圖陳、儀態萬方也。《漢書》藝文志。房中八家有天老雜子陰道二十五卷。黃帝三王養陽方二十捲。列圖以下。蓋即漢志所言房中也。玉房秘決黃帝問素女玄女陰陽之事。皆黃帝養陽方遺說也。）
Lu1983.188	6.6	【歌】	張衡	〈衡。字平子。南陽西鄂人。永平中。舉孝廉。連辟公府皆不就。永初中。大將軍鄧騭累召不應。公車特徵。拜郎中。遷尚書郎。轉太史令。順帝初。再轉。復為太史令。陽嘉中。遷侍中。永和初。出為河間相。征拜尚書。四年卒。年六十二。有集十四卷。〉	〖《書鈔》作詩。〗		浩浩陽春發。楊柳何依依。百鳥自南歸。翱翔萃我枝。（○《御覽》二十。又《書鈔》百五十四引猗一韻。）
Lu1983.189	6.7	【怨詩】	張衡	〈衡。字平子。南陽西鄂人。永平中。舉孝廉。連辟公府皆不就。永初中。大將軍鄧騭累召不應。公車特徵。拜郎中。遷尚書郎。轉太史令。順帝初。再轉。復為太史令。陽嘉中。遷侍中。永和初。出為河間相。征拜尚書。四年卒。年六十二。有集十四卷。〉		〖文心雕龍曰：張衡怨篇。清曲可誦。〗	秋蘭。詠嘉美人也。嘉而不獲。用故作是詩也。XX猗猗秋蘭。植彼中阿。有馥其芳。有黃其葩。雖曰幽深。厥美彌嘉。之子之遠。我勞如何。（○《御覽》九百八十三。困學紀聞十八。廣《文選》九。《詩紀》三。○逯案。《詩紀》作怨篇。今據《御覽》改之。《詩紀》從廣《文選》。不載序文。今為補入。）XX我聞其聲。載坐載起。（○《文選》二十三贈士孫文始詩注。范晞文對床夜語。）XX同心離居。絕我中腸。（○《文選》二十三贈士孫文始詩注。）
Lu1983.190	6.8	【詩】	張衡	〈衡。字平子。南陽西鄂人。永平中。舉孝廉。連辟公府皆不就。永初中。大將軍鄧騭累召不應。公車特徵。拜郎中。遷尚書郎。轉太史令。順帝初。再轉。復為太史令。陽嘉中。遷侍中。永和初。出為河間相。征拜尚書。四年卒。年六十二。有集十四卷。〉			願言不獲。終然永思。（○《文選》二十四贈秀才入軍詩注。）
Lu1983.191	6.9	【四愁詩】	張衡	〈衡。字平子。南陽西鄂人。永平中。舉孝廉。連辟公府皆不就。永初中。大將軍鄧騭累召不應。公車特徵。拜郎中。遷尚書郎。轉太史令。順帝初。再轉。復為太史令。陽嘉中。遷侍中。永和初。出為河間相。征拜尚書。四年卒。年六十二。有集十四卷。〉	〖並序〗	〖張衡不樂久處機密。陽嘉中。出為河間相。時國王驕奢。不遵法度。又多豪右併兼之家。衡下車。治威嚴。能內察屬縣。奸猾行巧劫。皆密知名。下吏收捕。盡服擒。諸豪俠遊客。悉惶懼逃出境。郡中大治。爭訟息。獄無繫囚。時天下漸弊。鬱郁不得志。為四愁詩。郊屈原以美人為君子。以珍寶為仁義。以水深雪雰為小人。思以道術為報。貽於時君。而懼讒邪不得以通。其辭曰：（○《文選》二十九。又《文選》二十一詠史詩注引一句。○逯案。此序乃後人偽托。而非衡所作。王觀國學林辨之甚詳。茲不列舉。）〗	一思曰：我所思兮在太山。欲往從之梁父艱。側身東望涕沾翰。美人贈送我金錯刀。何以報之英瓊瑤。路遠莫致倚逍遙。何為懷憂心煩勞。（○《文選》二十九。玉台新詠九。《類聚》三十五。《詩紀》三。又《御覽》三百四十六、八百九並引刀、瑤二韻。）XX二思曰：我所思兮在桂林。欲往從之湘水深。側身南望涕沾襟。美人贈我金琅玕。何以報之雙玉盤。路遠莫致倚惆悵。何為懷憂心煩傷。三思曰：我所思兮在漢陽。欲往從之隴坂長。側身西望涕沾裳。美人贈我貂襜褕。何以報之明月珠。路遠莫致倚踟躕。何為懷憂心煩紆。（○《文選》二十九。玉台新詠九。《類聚》三十五。《詩紀》三。又《御覽》七百八引一韻。）XX四思曰：我所思兮在雁門。欲往從之雪雰雰。側身北望涕沾巾。美人贈我錦繡段。何以報之青玉案。路遠莫致倚增嘆。何為懷憂心煩惋。（○《文選》二十九。玉台新詠九。《詩紀》三。又《書鈔》百三十三引被、案二韻。《類聚》三十五引門、紛、巾、段、案五韻。）
Lu1983.192	6.10	【與劉伯宗絕交詩】	朱穆	〈穆。字公叔。南陽宛人。元初末為郡督郵。后舉孝廉。順帝末。辟大將軍梁冀府。桓帝初。舉高第。為侍御史。永興中。擢冀州刺史。延熹六年卒。年六十四。贈益州太守。蔡邕與門人議謚曰文忠先生。有集二卷。〉			北山有鴟。不潔其翼。飛不正同。寢不定息。飢則木攬。飽則泥伏。饕餮貪污。臭腐是食。填腸滿嗉。嗜欲無極。長鳴呼鳳。謂鳳無德。鳳之所趣。與子異域。永從此決。各自努力。（○《後漢書》朱穆傳注引穆集。）XX（《詩紀》三）
Lu1983.193	6.11	【招商歌】	後漢靈帝劉宏	〈宏。章帝玄孫。世封解瀆亭侯。永康元年。桓帝崩。無子。奉迎即位。改元四。建寧、熹平、光和、中平。在位二十二年。中平六年卒。年三十四。謚曰孝靈皇帝。〉		〖拾遺記曰：靈帝初平三年。游于西園。起裸游館千間。采綠苔而被階。引渠水以繞砌。周流澄澈。乘船游漾。選玉色宮人執稿楫。又奏招商之曲以來涼風。歌曰：〗	涼風起兮日照渠。青荷書偃葉夜舒。惟日不足樂有餘。清絲流管歌玉鳧。千年萬歲嘉難逾。（○拾遺記六。古文菀八。《太平廣記》二百三十六。《詩紀》三。）
Lu1983.194	6.12	【詩二首】	酈炎	〈炎。字文勝。范陽人。靈帝時。州郡辟命。皆不就。后風病。妻始產而驚死。妻家訟之。熹平六年死獄中。年二十八。有集二卷。〉	〖廣《文選》作見志詩。《詩紀》同。〗		大道夷且長。窘路狹且促。修翼無卑棲。遠趾不步局。舒吾陵霄羽。奮此千里足。超邁絕塵驅。倏忽誰能逐。賢愚豈常類。稟性在清濁。富貴有人籍。貧賤無人錄。通塞苟由已。吉士不相卜。陳平敖里社。韓信釣河曲。終居天下宰。食此萬鍾祿。德音流千載。功名重山獄。（○《後漢書》酈炎傳。風雅翼遺詩一。廣《文選》九。《詩紀》三。又《文選》二十四于承明作與弟士龍詩注引舒吾凌霄羽一句。）XX靈芝生河洲。動搖因洪波。蘭榮一何晚。嚴霜瘁其柯。哀哉二芳草。不植太山阿。文質道所貴。遭時用有嘉。絳灌臨衡宰。謂誼崇浮華。賢才抑不用。遠投荊南沙。抱玉乘龍驥。不逢樂與和。安得孔仲尼。為世陳四科。（○《後漢書》酈炎傳。風雅翼遺詩一。廣《文選》九。《詩紀》三。又《類聚》八十一、《御覽》五十六、九百八十三並引波、柯、阿三韻。《類聚》作蘭詩。○逯案。動搖因洪波句。《御覽》引因作困。于義為勝。）
Lu1983.195	6.13	【答客詩】	桓麟	〈麟。字元鳳。沛郡龍亢人。辟司徒掾。桓帝初為議郎。侍講禁中。出為許令。病免。以母喪哀毀卒。有集二卷。〉		〖文士傳曰：麟伯父烏。官至太尉。麟年十二。在座。烏告客曰：吾此弟子。知有異才。殊能作詩。客乃作《詩》曰云云。麟庄聲答曰：〗	邈矣甘羅。超等絕倫。伊彼楊烏。命世稱賢。嗟予蠢。弱。殊才偉年。仰慚二子。俯愧過言。（○《類聚》三十一。《御覽》三百八十五、五百十二。《詩紀》三。）
Lu1983.196	6.14	【客示桓麟詩】	桓麟	〈麟。字元鳳。沛郡龍亢人。辟司徒掾。桓帝初為議郎。侍講禁中。出為許令。病免。以母喪哀毀卒。有集二卷。〉	〖附〗		甘羅十二。楊烏九齡。昔有二子。今則桓生。參差等蹤。異世齊名。（○《御覽》五百十二。《詩紀》三。又《類聚》三十一、《御覽》三百八十五並引齡、生二韻。）
Lu1983.197	6.15	【美嚴王思詩】	應季先	〈季先。汝南人。曾為巴郡太守。〉		〖《華陽國志》曰：巴郡嚴王思為揚州刺史。惠愛在民。每當遷官。吏民塞路攀轅。詔遂留之。居官十八年卒。百姓若喪老妣。義崇送者。齎錢百萬。欲以贍王思家。其子徐州刺史。不受送吏。義崇不忍持還。乃送以為食。食行客。巴郡太守汝南應季先善而美之。乃作《詩》曰：〗	乘彼西漢。潭潭其淵。君子愷悌。作民二親。沒世遺愛。式鏡後人。（○《華陽國志》巴志。）
Lu1983.198	6.16	【歌詩】	侯瑾	〈瑾。字子瑜。敦煌人。桓帝時。征有道。復征博士。皆不至。有集二卷。〉			周公為司馬。白魚入王舟。（○《書鈔》五十一。）
Lu1983.199	6.17	【述志詩】	侯瑾	〈瑾。字子瑜。敦煌人。桓帝時。征有道。復征博士。皆不至。有集二卷。〉			嫫母升玉堂。（○《初學記》十。）
Lu1983.200	6.18	【述婚詩】	秦嘉	〈嘉。字士會。隴西人。桓帝時。仕郡。舉上計掾入洛。除黃門郎。病卒于津鄉亭。〉			群祥既集。二族交歡。敬茲新姻。六禮不愆。羔雁總備。玉帛箋箋。君子將事。威儀孔閑。猗兮容兮。穆矣其言。（○《初學記》十四。章本古文苑八。廣《文選》十五。《詩紀》四。）XX紛彼婚姻。禍福之由。衛女與齊。褒姒滅周。戰戰競競。懼德不仇。神啟其吉。果獲令攸。我之愛矣。荷天之休。（○同上）
